title	commentCount	dislikeCount	likeCount	music_style	performer	viewCount	commentators_uniq	comments_obscene_cnt	video_age
#2Маши - Стервы (Премьера клипа, 2017)	879.0	443.0	10949.0	popsa	2маши	2511807.0	775.0	4.0	734
#2Маши - Факты [ AUDIO ]	125.0	88.0	2235.0	popsa	2маши	131633.0	88.0	2.0	202
"#2Маши - как мы записывали ""Звезды"""	20.0	4.0	430.0	popsa	2маши	23639.0	11.0	0.0	681
#2Маши - сюжет RUTV  о концерте в ИЗВЕСТИЯ Hall	9.0	5.0	125.0	popsa	2маши	10372.0	7.0	0.0	486
#2Маши 4 ноября в RED	0.0	1.0	18.0	popsa	2маши	1446.0			875
#2Маши Mannequin Challenge	3.0	2.0	87.0	popsa	2маши	3650.0	1.0	0.0	822
#2Маши «Время» (Acoustic LIVE)	28.0	12.0	469.0	popsa	2маши	20032.0	26.0	0.0	386
#2Маши «Звёзды» [ прогулка по Бурано•Италия]	263.0	165.0	4896.0	popsa	2маши	647499.0	173.0	0.0	196
#2Маши «Рижский влог»	74.0	63.0	1420.0	popsa	2маши	96969.0	64.0	1.0	211
#2Маши «Сезоны» [ Lyric Video ]	173.0	160.0	6678.0	popsa	2маши	1109048.0	124.0	1.0	498
#2Маши Время [AUDIO]	19.0	9.0	312.0	popsa	2маши	20908.0	19.0	0.0	552
#2Маши Квартирник	14.0	6.0	232.0	popsa	2маши	14570.0	9.0	0.0	945
"#2Маши МАЯК ""Теперь нас двое"""	1.0	4.0	60.0	popsa	2маши	3996.0	1.0	0.0	1030
"#2Маши НА КУХНЕ  ""Красное - Белое"""	799.0	411.0	14206.0	popsa	2маши	819273.0	456.0	4.0	336
"#2Маши НА КУХНЕ ""Босая"""	3830.0	2244.0	58381.0	popsa	2маши	2655554.0	936.0	42.0	596
"#2Маши НА КУХНЕ ""ЗВЕЗДЫ"""	262.0	78.0	5504.0	popsa	2маши	206515.0	167.0	3.0	591
#2Маши Радио Маяк	6.0	1.0	72.0	popsa	2маши	2931.0	4.0	0.0	1033
"#2Маши СЮЖЕТ RUSSIANMUSICBOX со съемок клипа ""Мы выбираем"""	2.0	3.0	57.0	popsa	2маши	5543.0	1.0	0.0	979
#2Маши на кухне «Тут тебя жду тебя я»	66.0	26.0	1426.0	popsa	2маши	56721.0	43.0	0.0	453
#2Маши.Концерт в 16Тонн.Презентация альбома.Репортаж RussianMusicBox	16.0	25.0	586.0	popsa	2маши	81163.0	14.0	0.0	1041
#BSM - Будь собой (official video)	156.0	1033.0	1859.0	rap	тимати	558557.0	128.0	20.0	2689
#BSM - Будь собой (track)	24.0	95.0	230.0	rap	тимати	60981.0	22.0	0.0	2699
#BSM COMING SOON	27.0	52.0	225.0	rap	тимати	68296.0	19.0	2.0	2713
#GazgolderLive	0.0	38.0	108.0	rap	gazgolder	0.0			377
#GazgolderLive	0.0	49.0	264.0	rap	gazgolder	0.0			378
#GazgolderLive	468.0	214.0	3531.0	rap	gazgolder	64601.0			378
#GazgolderLive [16.07]	43.0	56.0	834.0	rap	gazgolder	73307.0	36.0	5.0	971
#GazgolderLive [DFM] – 11.08 – Invisibl Skratch Piklz	2.0	50.0	38.0	rap	gazgolder	4210.0	2.0	0.0	841
#GazgolderLive [DFM] – 12.01 – The Best Part 3	8.0	21.0	160.0	rap	gazgolder	20696.0			770
#GazgolderLive [DFM] – 13.10 – Tony Tonite и Кравц	0.0	13.0	53.0	rap	gazgolder	5336.0			842
#GazgolderLive [DFM] – 19.01– The Best	12.0	25.0	174.0	rap	gazgolder	14972.0	11.0	1.0	770
#GazgolderLive [DFM] – 27.10 – In Da Mix 4 (при участии Slider &a Magnit)	1.0	19.0	21.0	rap	gazgolder	2460.0			842
#GazgolderLive — 12 выпуск	38.0	65.0	252.0	rap	gazgolder	13136.0	30.0	8.0	357
#GazgolderLive — 15 выпуск	18.0	92.0	184.0	rap	gazgolder	13982.0	14.0	3.0	346
#GazgolderLive — 16 выпуск	19.0	81.0	312.0	rap	gazgolder	18437.0	16.0	0.0	345
#GazgolderLive — 18 выпуск	40.0	190.0	339.0	rap	gazgolder	33447.0	36.0	6.0	332
#GazgolderLive — 4 выпуск	37.0	94.0	439.0	rap	gazgolder	21299.0	29.0	4.0	367
#GazgolderLive — 8 выпуск	20.0	69.0	297.0	rap	gazgolder	16604.0	20.0	4.0	363
#GazgolderLive — 9 выпуск	34.0	96.0	320.0	rap	gazgolder	26425.0	25.0	4.0	360
#GazgolderLive — 9 выпуск	0.0	15.0	56.0	rap	gazgolder	0.0	25.0	4.0	360
#NOIZEMCREW: Итоги конкурса	85.0	26.0	683.0	rap	noizemc	28775.0	68.0	5.0	1964
#VKLIVE - Елена Темникова - Первый в истории поп-концерт на высоте 2320 метров - 6 августа в 17:00	17.0	5.0	236.0	popsa	темникова	11192.0	16.0	0.0	964
#VKLIVE на высоте 2320м - Движения - Елена Темникова	12.0	10.0	306.0	popsa	темникова	22126.0	11.0	0.0	940
#VKLIVE на высоте 2320м - Зависимость - Елена Темникова	6.0	4.0	155.0	popsa	темникова	9754.0	6.0	0.0	940
#VKLIVE на высоте 2320м - Извини - Елена Темникова	3.0	6.0	158.0	popsa	темникова	11808.0	3.0	0.0	940
#VKLIVE на высоте 2320м - Импульсы - Елена Темникова	6.0	14.0	347.0	popsa	темникова	31507.0	6.0	0.0	940
#VKLIVE на высоте 2320м - Наверно - Елена Темникова	2.0	6.0	138.0	popsa	темникова	10589.0	2.0	0.0	940
#VKLIVE на высоте 2320м - Ревность - Елена Темникова	7.0	19.0	590.0	popsa	темникова	56189.0	7.0	0.0	940
#VKLIVE на высоте 2320м - Тепло - Елена Темникова	7.0	6.0	198.0	popsa	темникова	12804.0	7.0	0.0	940
#VKLIVE на высоте 2320м - Улетаем - Елена Темникова	1.0	10.0	99.0	popsa	темникова	7605.0	1.0	0.0	940
#VKLive: Би-2. Курс на «Лайки»	122.0	53.0	2275.0	rock	би_2	160376.0	66.0	2.0	818
#VideoGaz	31.0	17.0	33.0	rap	gazgolder	595.0			1842
#kreedstime vlog Алматы (live)	146.0	44.0	1828.0	rap	крид	59445.0	104.0	4.0	2105
#mtvselfienews на концерте Антохи МС	3.0	4.0	54.0	indi	антоха_мс	3130.0	3.0	0.0	665
#mtvselfienews со съемок клипа Юлианны Карауловой	2.0	1.0	71.0	popsa	караулова	4300.0	2.0	0.0	1184
#z_tour2016 Спасибо				rock	земфира	169372.0			1087
#АНШЛАГ #Стас Михайлов #LIVE  Томск 27 10 2017	2.0	8.0	89.0	estrada	михайлов	7111.0			503
#АНШЛАГ #Стас Михайлов #LIVE Екатеринбург 21 12 2017	5.0	14.0	178.0	estrada	михайлов	11709.0	3.0	0.0	448
#АНШЛАГ #Стас Михайлов #LIVE Казань 05 11 2017	8.0	12.0	119.0	estrada	михайлов	11331.0	5.0	0.0	492
#АНШЛАГ #Стас Михайлов #LIVE Кемерово 26 10 2017	4.0	7.0	49.0	estrada	михайлов	6708.0	4.0	0.0	503
#АНШЛАГ #Стас Михайлов #LIVE Кострома 22 11 2017	5.0	10.0	114.0	estrada	михайлов	10610.0	4.0	0.0	476
#АНШЛАГ #Стас Михайлов #LIVE Нижневартовск 14 10 2017	4.0	5.0	50.0	estrada	михайлов	7748.0			513
#АНШЛАГ #Стас Михайлов #LIVE Новосибирск 23 10 2017	2.0	7.0	103.0	estrada	михайлов	8868.0	2.0	0.0	506
#АНШЛАГ #Стас Михайлов #LIVE Новосибирск 23 10 2017	18.0	16.0	169.0	estrada	михайлов	10780.0	2.0	0.0	507
#АНШЛАГ #Стас Михайлов #LIVE Новый Уренгой 18 10 2017	4.0	14.0	131.0	estrada	михайлов	15114.0			511
#АНШЛАГ #Стас Михайлов #LIVE Сургут 12 10 2017	2.0	5.0	47.0	estrada	михайлов	5634.0			513
#АНШЛАГ #Стас Михайлов #LIVE Сургут 12 10 2017	0.0	7.0	97.0	estrada	михайлов	10370.0			513
#АНШЛАГ #Стас Михайлов #LIVE Ташкент 13 12 2017	6.0	9.0	105.0	estrada	михайлов	7692.0	5.0	0.0	454
#АНШЛАГ #Стас Михайлов #LIVE Томск 27 10 2017	2.0	6.0	79.0	estrada	михайлов	8972.0			503
#АНШЛАГ #Стас Михайлов #LIVE Ярославль 20 11 2017	5.0	5.0	79.0	estrada	михайлов	8842.0	5.0	1.0	478
#АнтохаМС - ВРЕМЯ | Родня 2016 |	71.0	87.0	1575.0	indi	антоха_мс	133080.0	58.0	1.0	1147
#АнтохаМС - коробка / Ирина Ушакова	10.0	10.0	117.0	indi	антоха_мс	8486.0	8.0	0.0	1165
#ГазгольдерТур - Санкт Петербург: 28 февраля (отчет)	139.0	53.0	1082.0	rap	gazgolder	88207.0			1812
#ГазгольдерТур - Челябинск: 14 марта (отчет)	40.0	52.0	678.0	rap	gazgolder	88165.0			1810
#ГазгольдерФильм	4676.0	9586.0	49038.0	rap	gazgolder	5776254.0	1838.0	285.0	1555
#ДАВАЙДОСВИДАНИЯ (OFFICIAL TRACK)	770.0	690.0	6830.0	rap	тимати	1196206.0	578.0	71.0	2465
#ДАВАЙДОСВИДАНИЯ (OFFICIAL VIDEO)	28443.0	34226.0	191561.0	rap	тимати	44347386.0	925.0	90.0	2465
#ДеньНюши | 5 упражнений от Нюши (6+)	145.0	53.0	2454.0	popsa	нюша	202364.0	121.0	0.0	429
#ДеньНюши | Big Love Show 2018	81.0	60.0	1169.0	popsa	нюша	56628.0	72.0	0.0	381
"#ДеньНюши | Snow Party в ""Олимпийском"" (6+)"	220.0	74.0	2202.0	popsa	нюша	92180.0	185.0	1.0	458
#ДеньНюши | Любимый завтрак Нюши	340.0	264.0	5170.0	popsa	нюша	237949.0	271.0	2.0	455
#ДеньНюши | Новогоднее блюдо от Нюши	143.0	107.0	2213.0	popsa	нюша	90265.0	108.0	0.0	440
#ДеньНюши | Фитнес-советы от Нюши (6+)	169.0	148.0	3858.0	popsa	нюша	189439.0	132.0	0.0	450
#ЗВЕРИТУР2018 | Екатеринбург | 17.03.2018	7.0	3.0	81.0	rock	звери	2791.0	6.0	0.0	359
#КлаваРекомендует: ТОП-10 продуктов для макияжа	713.0	92.0	9076.0	popsa	кока	232795.0	579.0	3.0	329
#КлаваТурист : из Норвегии в Швецию / Из пещеры в цивилизацию / Нападение зомби	397.0	87.0	8437.0	popsa	кока	134863.0	274.0	1.0	556
#КлаваТурист: 5 стран за 5 дней/ Меня преследуют / Нарушение закона в Европе	1951.0	96.0	11524.0	popsa	кока	152819.0	957.0	0.0	399
#КлаваТурист: В Амстердаме пахнет/Мерседес за шоколадку/Трогаю пресс Бибера	1034.0	136.0	11216.0	popsa	кока	189482.0	620.0	1.0	395
#КокаПелла - LOBODA / SuperSTAR (acapella cover by Клава Кока)	2191.0	1366.0	44339.0	popsa	кока	676037.0	949.0	18.0	233
#КокаПелла - Too good at goodbyes / Sam Smith (acapella cover by Клава Кока)	2465.0	447.0	27125.0	popsa	кока	335478.0	951.0	8.0	409
#КокаПелла - Мот / Соло (acapella cover by Клава Кока)	1588.0	548.0	46820.0	popsa	кока	645482.0	962.0	5.0	324
#КокаПелла - Мурашки (acapella by Клава Кока вместе с вами)	1925.0	961.0	30665.0	popsa	кока	475257.0	954.0	19.0	423
#КокаПелла - Новогодние песни акапелльно (New Year's hits - acapella by Клава Кока)	2235.0	1057.0	44696.0	popsa	кока	661565.0	955.0	12.0	448
#КокаПелла - Розовое вино / Элджей & Feduk (acapella cover by Клава Кока)	20142.0	10233.0	301546.0	popsa	кока	6291417.0	948.0	14.0	493
#КокаПелла - Тролль / Время и Стекло (acapella cover by Клава Кока)	11136.0	4784.0	140462.0	popsa	кока	2501595.0	929.0	6.0	465
#КокаПелла - Улети / T-Fest (acapella cover by Клава Кока)	11707.0	2828.0	150070.0	popsa	кока	2447100.0	936.0	9.0	486
#КокаПелла - Цвет настроения синий / acapella cover by Клава Кока	4398.0	2808.0	109926.0	popsa	кока	1602976.0	942.0	17.0	311
#КокаПелла: Клава Кока - Крутишь (acapella)	1519.0	250.0	14815.0	popsa	кока	220148.0	674.0	5.0	114
#Кокареку: Марьяна Ро - МЕГА-ЗВЕЗДА (chicken cover)	14941.0	8755.0	163255.0	popsa	кока	2263330.0	957.0	22.0	434
"#Маши ""Тут тебя жду тебя я"" ТИЗЕР"	1.0	1.0	52.0	popsa	2маши	2783.0	1.0	0.0	888
#НеМодные. Вечеринка 18 апреля. Москва	21.0	18.0	269.0	popsa	темникова	8274.0	20.0	0.0	328
#ПарКультуры - Василий Вакуленко	214.0	646.0	1462.0	rap	gazgolder	81230.0			1004
#РукиВверхСтрана: Архангельск 2017	26.0	41.0	536.0	popsa	руки_вверх	26667.0	26.0	0.0	447
#РукиВверхСтрана: Архангельск 2018	59.0	21.0	594.0	popsa	руки_вверх	17380.0	43.0	0.0	84
#РукиВверхСтрана: Астрахань	26.0	7.0	387.0	popsa	руки_вверх	8405.0	26.0	0.0	517
"#ХеллоуПипл - 5 серия (репортаж со съемок клипа ""Хьюстон"")"	4.0	0.0	108.0	popsa	караулова	6293.0	4.0	0.0	1186
#ЩедрыйВторник — Международный день благотворительности/Алексей Кортнев	6.0	1.0	112.0	rock	несчастный_случай	1072.0	6.0	0.0	472
#ЭТОМОЕ (Участники конкурса)	586.0	303.0	7971.0	rap	крид	269284.0	422.0	12.0	438
#ЯНАРУТВ	2.0	62.0	260.0	rap	крид	15072.0	1.0	0.0	1360
#спокойненько потрясли Владивосток	26.0	7.0	514.0	rock	би_2	13780.0			679
#тамада (Караоке версия)	0.0	8.0	86.0	rap	miyagi&эндшпиль	6630.0			622
#тамада (Сингл)	19.0	1733.0	8023.0	rap	miyagi&эндшпиль	482533.0	8.0	0.0	622
#яШураБи2: тур Би-2 по солнечному Кавказу!	20.0	5.0	285.0	rock	би_2	10174.0	17.0	0.0	659
(4) План Ломоносова - Осенний тур - 2014	0.0	0.0	6.0	rock	план ломоносова	1175.0			1604
(Караоке) Круг Михаил - Владимирский централ	1.0	1.0	11.0	shanson	михаил_круг	2420.0	1.0	1.0	1576
*ЗАЧЕМ КАССИР НАЖАЛ ТЫ КНОПКУ...*/МИХАИЛ ШУФУТИНСКИЙ/.........	6.0	2.0	33.0	shanson	шуфутинский	8091.0	5.0	1.0	692
*Здравствуй Мама* Михаил Круг	9.0	11.0	227.0	shanson	михаил_круг	68048.0	6.0	0.0	1241
-140	2.0	15.0	134.0	rock	земфира	11343.0	2.0	0.0	412
-Игорь Николаев - Мельница (аудио)	0.0	0.0	4.0	estrada	николаев	854.0			1780
. Руки Вверх! – Доброй, нежной, ласковой @ Crocus City Hall, 07.11.15	27.0	14.0	385.0	popsa	руки_вверх	65570.0	18.0	0.0	750
...	0.0	1.0	37.0	rock	ленинград	3572.0			1497
0	0.0	10.0	36.0	indi	rsac	2789.0			379
01 A'Studio – Ангел (аудио)	0.0	3.0	21.0	popsa	astudio	14782.0			1871
01 A'Studio – Девочка танго (аудио)	3.0	0.0	30.0	popsa	astudio	5409.0	3.0	0.0	1869
01 A'Studio – Джулия (аудио)	0.0	6.0	112.0	popsa	astudio	41872.0			1868
01 A'Studio – Джулия (аудио)	0.0	0.0	7.0	popsa	astudio	990.0			1868
01 A'Studio – Меня не проведёшь (аудио)	1.0	1.0	9.0	popsa	astudio	2019.0	1.0	0.0	1868
01 A'Studio – Ночь подруга Remix (аудио)	1.0	2.0	15.0	popsa	astudio	5159.0	1.0	0.0	1869
01 A'Studio – Снег в пустыне (аудио)	0.0	3.0	27.0	popsa	astudio	6551.0			1869
01 A'Studio – Такие дела (аудио)	0.0	2.0	15.0	popsa	astudio	3146.0			1868
01 A'Studio – Эти тёплые летние дни (аудио)	25.0	12.0	323.0	popsa	astudio	72927.0	22.0	0.0	1868
01 Несчастный случай ― Машенька	0.0	1.0	2.0	rock	несчастный_случай	457.0			1976
01 Юлия Проскурякова - Как я могла жить без тебя (Аудио)	5.0	11.0	58.0	estrada	николаев	12803.0	5.0	0.0	1903
"01.01.2011 - Первый Канал ""Оливье Шоу"""	13.0	6.0	57.0	estrada	киркоров	9234.0	13.0	0.0	2984
02 A'Studio – Бегу к тебе (аудио)	0.0	0.0	1.0	popsa	astudio	1039.0			1871
02 A'Studio – Белая река (аудио)	1.0	1.0	29.0	popsa	astudio	5235.0	1.0	0.0	1868
02 A'Studio – Будь осторожна (аудио)	2.0	1.0	22.0	popsa	astudio	2444.0	1.0	0.0	1868
02 A'Studio – Вчера (аудио)	4.0	2.0	66.0	popsa	astudio	8089.0	3.0	0.0	1869
02 A'Studio – Ди ги дай (аудио)	6.0	0.0	48.0	popsa	astudio	3734.0	5.0	0.0	1868
02 A'Studio – Лето в слезах (аудио)	11.0	1.0	53.0	popsa	astudio	4989.0	8.0	0.0	1869
02 A'Studio – Незнакомка (аудио)	4.0	4.0	41.0	popsa	astudio	5267.0	4.0	0.0	1868
02 A'Studio – Погибаю (аудио)	2.0	0.0	20.0	popsa	astudio	4495.0			1868
02 A'Studio – Улетаю (аудио)	0.0	4.0	28.0	popsa	astudio	4893.0			1869
02 Несчастный случай ― Уголочек неба	0.0	1.0	2.0	rock	несчастный_случай	282.0			1976
02 Юлия Проскурякова - Ты мое счастье (Аудио)	3.0	7.0	56.0	estrada	николаев	11400.0	3.0	0.0	1903
03 A'Studio – Белые ночи любви (аудио)	1.0	0.0	9.0	popsa	astudio	2061.0	1.0	0.0	1869
03 A'Studio – Был мой сон (аудио)	4.0	0.0	54.0	popsa	astudio	7026.0	4.0	0.0	1868
